class,text,clean_tweet,Hash words
1,RT @breebree1731: What a bitch.,rt what bitch.,No hashtags
2,"RT @breely216: The recommended serving size for brownies is ""all of them.""","rt the recommend serv size browni ""all them.""",No hashtags
1,RT @brendacoyt_3: @Tonymartinezz15 &#128514;&#128514;&#128514;&#128514;&#128690; rolling deep af &#128072; I even got bitches running after me &#128690;&#128111;&#128514;&#128514;&#128514;&#128514;&#128557;,rt &#128514;&#128514;&#128514;&#128514;&#128690; roll deep af &#128072; i even got bitch run &#128690;&#128111;&#128514;&#128514;&#128514;&#128514;&#128557;,No hashtags
1,RT @brendacoyt_3: @Tonymartinezz15 &#128530;&#9995; naw bruh member when you said that it was your snow -.- and your bitches &#128514;&#128514; that's my cake &#128079;,rt &#128530;&#9995; naw brother member said snow -.- bitch &#128514;&#128514; that' cake &#128079;,No hashtags
1,RT @brianduroha1: Bitches ain't shit hoes ain't neither,rt bitch ain't shit hoe ain't neither,No hashtags
2,RT @briangaar: Old white people complaining about government tyranny is like the Yankees being upset that players make too much money,rt old white peopl complain govern tyranni like yanke upset player make much money,No hashtags
1,"RT @briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me, this is scien&#8230;","rt good girl take 4-12 month move on.. hoe jump nigga nigga.. argu me, scien&#8230;",No hashtags
1,"RT @britnigiles_: don't mention a bitch from your past to me. first of all, i don't give a fuck. second of all, i don't care. and third, i &#8230;","rt mention bitch past me. first all, give fuck. second all, care. third, &#8230;",No hashtags
1,RT @brittanyaflores: you got niggas &amp; I got bitches &#128080;,rt got nigga &amp; i got bitch &#128080;,No hashtags
1,RT @brookebrooklyn_: Spineless bitches in backless dressess,rt spineless bitch backless dress,No hashtags
1,"RT @brownandbella: YASSSSSSSSSSSSSS!!!! RT @DearLeader10: Nothing wrong with Black girls having high dick standards, our pussy bomb nigga!","rt yassssssssssssss!!!! rt noth wrong black girl high dick standards, pussi bomb nigga!",No hashtags
1,RT @brownandspicey: &#8220;@KB_Three: Can I sit on your face &#8212; Sit on a hot stove bitch http://t.co/0qc5Mz3pDL&#8221; &#128553;&#128514;&#128557;&#128514;&#128557;&#128514;&#128557;,rt &#8220;@kb_three: can i sit face &#8212; sit hot stove bitch http://t.co/0qc5mz3pdl&#8221; &#128553;&#128514;&#128557;&#128514;&#128557;&#128514;&#128557;,No hashtags
1,"RT @bruhlmaoo: When bae sings ""it ain't nothin to cut that bitch off"" with too much enthusiasm http://t.co/2rwY1h0D0F","rt when bae sing ""it ain't nothin cut bitch off"" much enthusiasm http://t.co/2rwy1h0d0f",No hashtags
1,RT @bryannaaaaaa_: I'll naturally slap the shit outa oomf that bitch talk to much.,rt i'll natur slap shit outa oomf bitch talk much.,No hashtags
2,"RT @bspence5: @Morning_Joe #msnbc new census questions=tempest in teapot,ACA stays,costs down,7.5mil+getting covered is a success story to &#8230;","rt #msnbc new censu questions=tempest teapot,aca stays,cost down,7.5mil+get cover success stori &#8230;",#msnbc
1,RT @bubble_wrapMe: These hoes ain loyal,rt these hoe loyal,No hashtags
1,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;","rt what kind world live in, bitch get surgeri make butt bigger!? sinc woman want a&#8230;",No hashtags
1,"RT @bugattibeez: ""Nicki Minaj ass so fake."" -a bitch walking around w/ weave","rt ""nicki minaj as fake."" -a bitch walk around w/ weav",No hashtags
1,RT @bugattibeez: pussy still taste like McDonald's fries. RT @BOOSIERENE: I eat pineapples everyday they so good &#128553;&#128069;,rt pussi still tast like mcdonald' fries. rt i eat pineappl everyday good &#128553;&#128069;,No hashtags
1,"RT @bugattibeez: to u bitches who have upside down default pictures, die. nobody has time to flip they phone around to see if u even uglier&#8230;","rt u bitch upsid default pictures, die. nobodi time flip phone around see u even uglier&#8230;",No hashtags
2,RT @bunnyasmin1125: I Still Be Craving An Oreo McFlurry b;,rt i still be crave an oreo mcflurri b;,No hashtags
1,RT @burnett_dainah: California Chrome bitches!!!!!!!!,rt california chrome bitches!!!!!!!!,No hashtags
1,RT @burnthewitchxo: I probably am mentally retarded,rt i probabl mental retard,No hashtags
1,"RT @butter_obama: I love when @NICKIMINAJ say ""bitch I'm me"" &#128588;","rt i love say ""bitch i'm me"" &#128588;",No hashtags
1,RT @bye_bye_byrdy: Weed ain't a drug! Its a fucking herb bitch!,rt weed ain't drug! it fuck herb bitch!,No hashtags
1,RT @cIavdia: wow well aren't you just a fucking cunt :),rt wow well fuck cunt :),No hashtags
1,"RT @callmekennn_: im not finna beg a nigga to fwm, nor will I beg a bitch to be my ""friend"" &#128514; fuck y'all thought?","rt im finna beg nigga fwm, i beg bitch ""friend"" &#128514; fuck y'all thought?",No hashtags
2,RT @calvin2000: Really? This is what's concerning him right now? MT @katiecouric: Looking forwd to speaking with John Kerry tomorrow AM abo&#8230;,rt really? thi what' concern right now? mt look forwd speak john kerri tomorrow am abo&#8230;,No hashtags
1,RT @cambryh_: I'm he's? Really? He on the phone talking to another bitch while you standing in the middle of a damn field clueless. http://&#8230;,rt i'm he's? really? he phone talk anoth bitch stand middl damn field clueless. http://&#8230;,No hashtags
2,RT @camilleftansel: i've read the hunger games 12 times i am trash,rt i'v read hunger game 12 time trash,No hashtags
1,"RT @camxo__: &#8220;@Rosaalbae: Playstation is trash. Xbox is better&#8221; 
ya titties trash",rt &#8220;@rosaalbae: playstat trash. xbox better&#8221; ya titti trash,No hashtags
1,RT @capflowwatch: Apple CEO says &#8216;Being gay is a gift from God&#8217; as part of campaign to sell iPhone to queers.. http://t.co/lZE2E0wUyV,rt appl ceo say &#8216;be gay gift god&#8217; part campaign sell iphon queers.. http://t.co/lze2e0wuyv,No hashtags
1,"RT @captaincoximus: I'm like the bat signal, but for crazy bitches","rt i'm like bat signal, crazi bitch",No hashtags
1,RT @carcarroni: @UglyAssDerrick my sincerest apologies my main bitch chocolate dipped cinnamon apple,rt sincerest apolog main bitch chocol dip cinnamon appl,No hashtags
1,RT @carharttdarlin: Trying to download iOS 8 but my phones a bitch,rt tri download io 8 phone bitch,No hashtags
2,"RT @carrielusch: You might be a liberal if you continue to trash America, claiming how horrible and evil it is, yet you refuse to leave","rt you might liber continu trash america, claim horribl evil is, yet refus leav",No hashtags
1,"RT @carterazoo: My nephew on Adam Rose: ""I bet he ain't got no hoes though.""","rt my nephew adam rose: ""i bet ain't got hoe though.""",No hashtags
1,RT @carterreynolds: Austin Mahone is making bitches horny right now...,rt austin mahon make bitch horni right now...,No hashtags
1,RT @caseoftheKink: Some men say they&#8217;re afraid of having daughters bc they don&#8217;t want them to turn into &#8220;hoes&#8221; or w/e.,rt some men say they&#8217;r afraid daughter bc don&#8217;t want turn &#8220;hoes&#8221; w/e.,No hashtags
2,RT @caseykim12: Your sole purpose is to make money. Otherwise you'd suggest violence prevention policies that actually WORK. @piersmorgan,rt your sole purpos make money. otherwis suggest violenc prevent polici actual work.,No hashtags
1,RT @caseytu88662466: Play pussy get fucked,rt play pussi get fuck,No hashtags
1,RT @caseytu88662466: Y these niggas on this hoe shit,rt y nigga hoe shit,No hashtags
1,RT @cashflowHO: I'm too pretty for this &#128526;&#128129;&#128133; . Yall lil bitches can have the petty shit &#128080;&#128169;&#128128; .,rt i'm pretti &#128526;&#128129;&#128133; . yall lil bitch petti shit &#128080;&#128169;&#128128; .,No hashtags
1,RT @cassidy_kelsey: Now you just reminded me why I hate you. #bitch #cantstandyou,rt now remind i hate you. #bitch #cantstandy,#bitch #cantstandyou
1,RT @castabignet: Some people are handed a bar of gold and all they can do is bitch about how heavy it is.,rt some peopl hand bar gold bitch heavi is.,No hashtags
1,"RT @causeweregirls: Bae: ""Go talk to your hoes""

Me: http://t.co/kKk5pSBv9F","rt bae: ""go talk hoes"" me: http://t.co/kkk5psbv9f",No hashtags
1,RT @ccancel14: Miserable bitches talk the most shit &#128514;&#9996;&#65039;,rt miser bitch talk shit &#128514;&#9996;&#65039;,No hashtags
1,"RT @ccobb1573: &#8220;@imFindDory: Can't spell slut without u, bitch.&#8221;","rt &#8220;@imfinddory: can't spell slut without u, bitch.&#8221;",No hashtags
1,RT @cecetooshort_: wait.. why do niggas get to fw they exe's friend but when girls fw her exes friend she a hoe? lol,rt wait.. nigga get fw exe' friend girl fw ex friend hoe? lol,No hashtags
2,"RT @cenopant: (she)s 
bro(was)ken
bec(a)use
s(side)he
beli(hoe)ved",rt (she) bro(was)ken bec(a)us s(side)h beli(hoe)v,No hashtags
1,"RT @ceoo_97: &#8220;@POSlTlVEVlBE: a loyal girl truly does come with a smart mouth &amp; arguments,only a hoe will let you do as you please cause she&#8230;","rt &#8220;@posltlvevlbe: loyal girl truli come smart mouth &amp; arguments,onli hoe let pleas caus she&#8230;",No hashtags
2,"RT @ceut: BushCo used to publicly trash ex-officials who wrote books - Snow, O'Neill, etc. Bet we won't hear PBO trashing Gates... #morning&#8230;","rt bushco use publicli trash ex-offici wrote book - snow, o'neill, etc. bet hear pbo trash gates... #morning&#8230;",#morning&#8230;
1,RT @chanelisabeth: happy 17th birthday to my main hoe and partner in crime #bountyhunters4lyfe &#127881;&#128299; @Whitecholo23,rt happi 17th birthday main hoe partner crime #bountyhunters4lyf &#127881;&#128299;,#bountyhunters4lyfe
1,RT @chanelpuke: i hate when people ask &#8220;who you tryna look good for?!&#8221; bitch myself bye,rt hate peopl ask &#8220;who tryna look good for?!&#8221; bitch bye,No hashtags
1,"RT @chanelpuke: me: goodnight moon 

moon: goodnight lil bitch",rt me: goodnight moon moon: goodnight lil bitch,No hashtags
1,RT @chaniiyyaa: Wayne really treat nicki like that's his bitch &#128564;&#128525;&#128553;....,rt wayn realli treat nicki like that' bitch &#128564;&#128525;&#128553;....,No hashtags
2,RT @charcharkuhlman: First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @victoriakuhlman &amp; @E&#8230;,rt first day spring break: ate half pan browni &amp; watch 6 episod park rec &amp;,No hashtags
1,"RT @charlie_danger: Beautiful wall color &#128525; ""@_100d: I don't love these bitches and you shouldn't either &#128581; http://t.co/TfoTrkw25v""","rt beauti wall color &#128525; ""@_100d: i love bitch either &#128581; http://t.co/tfotrkw25v""",No hashtags
1,RT @charlieecai: Our taxi driver is fucking retarded.. He doesn't know how to get from grapevine to lewisville,rt our taxi driver fuck retarded.. he know get grapevin lewisvil,No hashtags
1,RT @chasemylovex: bitch u lame af.... get with the times and pop that ass RT @SincerelyTumblr: This makes me kinda sad http://t.co/tCUJpKoC&#8230;,rt bitch u lame af.... get time pop as rt thi make kinda sad http://t.co/tcujpkoc&#8230;,No hashtags
1,"RT @chaserojo: ""boys are dumb! no faith in boys!!"" bitch shut up youre in high school acting like this is going to be the person you marry.&#8230;","rt ""boy dumb! faith boys!!"" bitch shut your high school act like go person marry.&#8230;",No hashtags
1,RT @chasingstaxx: If your girl is upset and crying..let her cry...she needs to learn how to stop being a pussy. Toughen up,rt if girl upset crying..let cry...sh need learn stop pussy. toughen,No hashtags
1,"RT @chefpolio: ""I don't send nudes"" -- a bitch wit trash nudes","rt ""i send nudes"" -- bitch wit trash nude",No hashtags
1,"RT @chels_phelps: Crafty bitches ""@CheatsOfLife: best way to cheat on a test http://t.co/vGneo1T1tG""","rt crafti bitch ""@cheatsoflife: best way cheat test http://t.co/vgneo1t1tg""",No hashtags
1,"RT @chelsearaine: Aw that's cute, your mom raised you to be a bitchy little cunt&#128536;","rt aw that' cute, mom rais bitchi littl cunt&#128536;",No hashtags
2,RT @chelseaxlaser: I really need to take my rose colored glasses off though. I gotta stop thinking everybody does shit with good intentions&#8230;,rt i realli need take rose color glass though. i gotta stop think everybodi shit good intentions&#8230;,No hashtags
1,RT @chelseypaige42: Bitches be begging for love &amp; loyalty when they've never giving it to anyone. Karma bitch&#128520;,rt bitch beg love &amp; loyalti they'v never give anyone. karma bitch&#128520;,No hashtags
1,RT @chelseypaige42: I peep everything. And just know I'll slap a bitch with a smile on my face.,rt i peep everything. and know i'll slap bitch smile face.,No hashtags
1,RT @cheyycheyy8: Rivers is seriously a bitch. Don't throw your hands around like a 5 year old bc something didn't go right. Lol,rt river serious bitch. don't throw hand around like 5 year old bc someth go right. lol,No hashtags
2,RT @chicagobulls: Coach K says players won't need motivation to get back on track following Paul George's injury; rather they'll play to ho&#8230;,rt coach k say player need motiv get back track follow paul george' injury; rather they'll play ho&#8230;,No hashtags
2,RT @chicagotribune: Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened http://t.co/&#8230;,rt chicago refund $7.7 million made red light ticket issu yellow light shorten http://t.co/&#8230;,No hashtags
1,RT @chiko600: You think she bad well my bitch meaner &#128076;&#128527;,rt you think bad well bitch meaner &#128076;&#128527;,No hashtags
1,"RT @chillRoppy: &#8220;@bvdgxl: &#8220;@TRILL_A_G: When bitches say ""darkskin niggas fuck the best"" this all I see......... http://t.co/2Z2jlzYJUM&#8221;

wo&#8230;","rt &#8220;@bvdgxl: &#8220;@trill_a_g: when bitch say ""darkskin nigga fuck best"" i see......... http://t.co/2z2jlzyjum&#8221; wo&#8230;",No hashtags
1,"RT @chillin662: Boosie said he got a bitch from the Sip. #THOTs are gonna have ""Boosie's bitch in da Sip"" in their bio now #BETHipHopAwards&#8230;","rt boosi said got bitch sip. #thot gonna ""boosie' bitch da sip"" bio #bethiphopawards&#8230;",#THOTs #BETHipHopAwards&#8230;
2,RT @chilltweetss: flappy bird is deep... hahaha http://t.co/EMuhmR3jzE,rt flappi bird deep... hahaha http://t.co/emuhmr3jz,No hashtags
2,RT @chilltweetss: when I make the paper ball into the trash can &#128168; http://t.co/Xnx2XEGACm,rt i make paper ball trash &#128168; http://t.co/xnx2xegacm,No hashtags
1,RT @chillvitooo: &#8220;@__KillSwitch: Nigga damn &#128556;&#128563; https://t.co/m7gExESuag&#8221;LMFAO Dej Loaf got all these bitches getting TRYED&#128557;&#128557;&#128557;&#128557;&#128557;,rt &#8220;@__killswitch: nigga damn &#128556;&#128563;,No hashtags
1,RT @chrisbegettinit: &#8220;@_100D: It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;&#8221;FORREAL THO THIS AIN NO LIE &#128175;,rt &#8220;@_100d: it' like zero bitch nap that' gon stick yo side fall &#128175;&#8221;forreal tho thi ain no lie &#128175;,No hashtags
2,RT @chrisgeidner: The mandate still being in effect means the marriage ban in Nevada is unconstitutional. Trial court is yet to enter injun&#8230;,rt the mandat still effect mean marriag ban nevada unconstitutional. trial court yet enter injun&#8230;,No hashtags
1,RT @christeaa: Can't turn a hoe into a house wife babbyyy.,rt can't turn hoe hous wife babbyyy.,No hashtags
2,RT @chughes717: @TyZebruh trash cans are always demanding new music from the gawd Tyga,rt trash can alway demand new music gawd tyga,No hashtags
2,RT @churchofbasebal: And people say baseball is boring? #redskins,rt and peopl say basebal boring? #redskin,#redskins
1,RT @chvmpagne: Bitches that dress like this pussy taste like hot dog water and bad grades. http://t.co/wrfv9Ld6eo,rt bitch dress like pussi tast like hot dog water bad grades. http://t.co/wrfv9ld6eo,No hashtags
1,"RT @chvmpagne: I can't stand you ""I don't text first"" ass bitches.","rt i can't stand ""i text first"" as bitches.",No hashtags
1,"RT @chvmpagne: fat bitch: ""I'm thick"" http://t.co/LqXvllvzHJ","rt fat bitch: ""i'm thick"" http://t.co/lqxvllvzhj",No hashtags
1,RT @chvrchs: my rapper name would be nigger,rt rapper name would nigger,No hashtags
0,RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.,rt what' black yellow go win year? wrong! the answer tiger woods.,No hashtags
1,RT @cjduchesneau: nigger hair??? comin from this bitch who had a dread on the back of her@bair she forgot from century's ago,rt nigger hair??? comin bitch dread back her@bair forgot century' ago,No hashtags
1,RT @ckillaTRIPPY: Im a knock the pussy out like fight night,rt im knock pussi like fight night,No hashtags
1,RT @cloudydino: Fuck with us and then we tweaking hoe,rt fuck u tweak hoe,No hashtags
1,RT @clurfogarty: All Babies are born hipsters because they come out of the hospital in beanies.,rt all babi born hipster come hospit beanies.,No hashtags
1,"RT @cocaLove_: All it takes is one female to change that nigga, but it takes 100 niggas to change that hoe http://t.co/u0FdWrv17y","rt all take one femal chang nigga, take 100 nigga chang hoe http://t.co/u0fdwrv17i",No hashtags
1,RT @cocaLove_: bitch be working and keep singing like she ain't never bust a move &#128539;,rt bitch work keep sing like ain't never bust move &#128539;,No hashtags
1,RT @cocainebungy: Mckean Mckean lol hate half the people there lol weird ass hoes lol corny ass food ( I still kill that shit doe ),rt mckean mckean lol hate half peopl lol weird as hoe lol corni as food ( i still kill shit doe ),No hashtags
1,RT @cockyblackguy: When a hoe get outta line featuring @SsippiHippie cat http://t.co/vHGexgIPAs,rt when hoe get outta line featur cat http://t.co/vhgexgipa,No hashtags
1,RT @cocoQTe: &#128514;&#128514;RT @supbishes: Lol RT @Joanna52011: &#128514;&#128557; RT @lettuceprey8: Just so u faggots know! http://t.co/bGhTSjipNe,rt &#128514;&#128514;rt lol rt &#128514;&#128557; rt just u faggot know! http://t.co/bghtsjipn,No hashtags
1,"RT @cokvne: Fuck twerking, bitch can you cook? &#128530;","rt fuck twerking, bitch cook? &#128530;",No hashtags
1,RT @coldcACE: @1MarKus_A he knows game. He's just gonna make it as small of a loss as possible.she was 1 of Don Juan hoes off jump http://t&#8230;,rt know game. he' gonna make small loss possible.sh 1 don juan hoe jump http://t&#8230;,No hashtags
1,RT @colin_weis: Step up into the gauntlet bitch nuts. I could use something to wipe my ass with,rt step gauntlet bitch nuts. i could use someth wipe as,No hashtags
1,"RT @collegefession: ""All you need in life is bottles, bitches, and life lessons."" - Sam Houston State","rt ""all need life bottles, bitches, life lessons."" - sam houston state",No hashtags
1,"RT @collegefession: ""Guy tells me he doesn't eat pussy, and all of the sudden I don't suck dick anymore"" - Centeral Washington University","rt ""guy tell eat pussy, sudden i suck dick anymore"" - center washington univers",No hashtags
1,"RT @collegefession: ""I rub orange peels on my dick before I go out cuz I don't want these bitches to catch a cold. #VitaminSemen"" - Prairie&#8230;","rt ""i rub orang peel dick i go cuz i want bitch catch cold. #vitaminsemen"" - prairie&#8230;","#VitaminSemen"""
2,"RT @collegefession: ""My first adult decision i made in college was to buy a guinea pig #NoRagrets #AlsoNoBeerMoney"" - University if Iowa","rt ""mi first adult decis made colleg buy guinea pig #noragret #alsonobeermoney"" - univers iowa","#NoRagrets #AlsoNoBeerMoney"""
1,"RT @collegefession: ""The only thing that Collegefession has taught me is that in fact, these hoes ain't loyal"" - Stony Brook","rt ""the thing collegefess taught fact, hoe ain't loyal"" - stoni brook",No hashtags
1,"RT @collegefession: ""We're putting long hard dicks down our throats the least you could do is lick a little pussy #returnthefavor"" - Illino&#8230;","rt ""we'r put long hard dick throat least could lick littl pussi #returnthefavor"" - illino&#8230;","#returnthefavor"""
0,RT @connorbagen: You know she's a dyke when she asks for men's golf clubs,rt you know dyke ask men' golf club,No hashtags
1,RT @consciousfuck: lmao okay now let&#8217;s address pepsi pussy RT @Thotcho: Real niggas know http://t.co/ipedbpBjm5,rt lmao okay let&#8217; address pepsi pussi rt real nigga know http://t.co/ipedbpbjm5,No hashtags
1,RT @consprcy_carrot: Blow shit up and get fatter. White trash love this holiday.,rt blow shit get fatter. white trash love holiday.,No hashtags
1,RT @constantini_c: Who wants to be @ImFlyinJryan's 600 follower? Follow bitches! #cruze2014 #Pittsburgh,rt who want 600 follower? follow bitches! #cruze2014 #pittsburgh,#cruze2014 #Pittsburgh
1,RT @coolgirl71899: bitch act like she never seen a face mask #bitchplease http://t.co/uQQ0K8H89l,rt bitch act like never seen face mask #bitchpleas http://t.co/uqq0k8h89l,#bitchplease
1,"RT @copperpeony: @LibsHateUs @1Dittlinger Sharpton went from being a big fat snitch to a skinny bitch. Either way, he's nothing but a carni&#8230;","rt sharpton went big fat snitch skinni bitch. either way, he' noth carni&#8230;",No hashtags
1,RT @corey_emanuel: &#128557;&#128557;&#128557;&#128557; RT @ivyleague1908: SHAT!!!!!! RT @DirtRoadDon: When Deltas smell they own pussy http://t.co/3LojKQM8ZG,rt &#128557;&#128557;&#128557;&#128557; rt shat!!!!!! rt when delta smell pussi http://t.co/3lojkqm8zg,No hashtags
1,RT @corinne_sauer: You notice that im the real them other bitches is wack,rt you notic im real bitch wack,No hashtags
1,"RT @cosmeticJUNKiee: bitches be quick to say "" let me pull out my phone"" &#128514;&#128514;&#128514;","rt bitch quick say "" let pull phone"" &#128514;&#128514;&#128514;",No hashtags
1,"RT @cotydankh: ""are these hoes loyal?""

&#12288; N
&#12288;&#12288; O
&#12288;&#12288;&#12288; O
&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288; .
&#12288;&#12288;&#12288;&#12288;.","rt ""are hoe loyal?"" &#12288; n &#12288;&#12288; o &#12288;&#12288;&#12288; o &#12288;&#12288;&#12288;&#12288; &#12288;&#12288;&#12288;&#12288;&#12288;o &#12288;&#12288;&#12288;&#12288;&#12288; &#12288;&#12288;&#12288;&#12288;&#12288;o &#12288;&#12288;&#12288;&#12288; &#12290; &#12288;&#12288;&#12288; &#12290; &#12288;&#12288;&#12288;. &#12288;&#12288;&#12288;. &#12288;&#12288;&#12288; . &#12288;&#12288;&#12288;&#12288;.",No hashtags
1,RT @cotydankh: don't make me pull out the pokeflute hoe http://t.co/yFN3PdMdy1,rt make pull pokeflut hoe http://t.co/yfn3pdmdy1,No hashtags
1,RT @cpSqueak: each time I do it for ya I make that bad pussy behave,rt time i ya i make bad pussi behav,No hashtags
2,"RT @cpabry: Curious George, the curious little monkey or deranged serial cat killer? The story the man with the yellow hat doesn't want you&#8230;","rt curiou george, curiou littl monkey derang serial cat killer? the stori man yellow hat want you&#8230;",No hashtags
1,"RT @craigslistlove: 'Doctor' is available to examine your pussy, testicles and penis as painlessly as possible.","rt 'doctor' avail examin pussy, testicl peni painlessli possible.",No hashtags
1,RT @craigslistlove: I want to eat as much pussy as I can before Lent. - m4w - 29,rt i want eat much pussi i lent. - m4w - 29,No hashtags
1,RT @craigslistlove: some women just weren't blessed with a cotton candy pussy,rt woman bless cotton candi pussi,No hashtags
2,RT @crazygirlgab: Just eating animal crackers in sacrament! #17AndLovinIt,rt just eat anim cracker sacrament! #17andlovinit,#17AndLovinIt
1,RT @creativecarley: I'm such a bitch to you. Why do you stick around?,rt i'm bitch you. whi stick around?,No hashtags
2,RT @creepingsharia: Syrian Brought to US for &#8220;Democracy Training&#8221; Endorses&#160;Jihadis http://t.co/lfhCto8777,rt syrian brought us &#8220;democraci training&#8221; endorses&#160;jihadi http://t.co/lfhcto8777,No hashtags
1,RT @crissstaaaaal: If unfollow me you're a little bitch cus you couldn't handle my tweets lol,rt if unfollow littl bitch cu handl tweet lol,No hashtags
1,RT @crownkingz: Fuck these lancaster bitches they all the same,rt fuck lancast bitch,No hashtags
1,"RT @crystalcheyenne: @WhiteboiColeman thought you were sleeping, bitch &#191;","rt thought sleeping, bitch &#191;",No hashtags
1,RT @cthagod: All it takes is one bitch ass monkey or human to fuck up every bodies Peace and Serenity.,rt all take one bitch as monkey human fuck everi bodi peac serenity.,No hashtags
1,RT @cthagod: Congress really is acting like a bunch of bitter bitches.You can't continue to refight an election you lost.Obama is President&#8230;,rt congress realli act like bunch bitter bitches.y can't continu refight elect lost.obama president&#8230;,No hashtags
2,RT @cthagod: Lance Stephenson trash talk didn't affect anybody but Lance Stephenson,rt lanc stephenson trash talk affect anybodi lanc stephenson,No hashtags
1,"RT @cthagod: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy.","rt you know motto ""it ain't trick if she' worth it"" fuck first, trick later depend potenc pussy.",No hashtags
1,"RT @cuposyrup: What females do on twitter:

1. Brag bout loyalty 
2. Call other females hoes
3. Song lyrics
4. Complain bout cramps
5. Twee&#8230;",rt what femal twitter: 1. brag bout loyalti 2. call femal hoe 3. song lyric 4. complain bout cramp 5. twee&#8230;,No hashtags
1,RT @curlyhairkilla: You gotta be a really weak bitch to let somebody's tweets offend you ...especially if you never met the person,rt you gotta realli weak bitch let somebody' tweet offend ...especi never met person,No hashtags
2,RT @cwissi: beanies for life &#9697;&#776;&#8413; http://t.co/iywPwmPGTu,rt beani life &#9697;&#776;&#8413; http://t.co/iywpwmpgtu,No hashtags
1,"RT @cyb3rvibes: &#8220;@SejlaSmajlovic: Funniest one lmfaoooo https://t.co/1WT6BBlIdp&#8221; ""swag bitch""",rt &#8220;@sejlasmajlovic: funniest one lmfaoooo,No hashtags
1,RT @cyberbullouing: i fought 2 little bitch ass 6 yr olds over a month ago for those :''') http://t.co/rasgyuT6pJ,rt fought 2 littl bitch as 6 yr old month ago :''') http://t.co/rasgyut6pj,No hashtags
1,RT @d1_imaginary23: Boys get thirsty and grimey for a girl no pussy getting ass niggas,rt boy get thirsti grimey girl pussi get as nigga,No hashtags
1,RT @daaamian_69: Derrick said if I cover my face and leave just my eyes visible I'll have tons of bitches,rt derrick said i cover face leav eye visibl i'll ton bitch,No hashtags
1,RT @daberellla: pop a Molly? why don't you hoes start poppin some birth control &#128138;&#128076;,rt pop molly? hoe start poppin birth control &#128138;&#128076;,No hashtags
1,RT @dabosss_: &#128056;&#9749;&#65039;&#8220;@100046729: #oomf lying knowing he don't be bored in Brusly fckn that bald head hoe.&#8221;,rt &#128056;&#9749;&#65039;&#8220;@100046729: #oomf lie know bore brusli fckn bald head hoe.&#8221;,#oomf
2,"RT @daggerbyte: Call me old fashioned, but I'm sewn together with magic and birds.","rt call old fashioned, i'm sewn togeth magic birds.",No hashtags
1,RT @dahliafoxx: sick of bitches bitching about other bitches.,rt sick bitch bitch bitches.,No hashtags
1,RT @daijahshardaee: &#8220;@100046729: I need a bitch&#8221;&#128109;&#128064;&#128523;,rt &#8220;@100046729: i need bitch&#8221;&#128109;&#128064;&#128523;,No hashtags
1,RT @daijahshardaee: &#8220;@_TheCrownedHead: big bitches come to the club dressed well WITH flats on. #noheels&#8221;&#128514;&#128514;,rt &#8220;@_thecrownedhead: big bitch come club dress well with flat on. #noheels&#8221;&#128514;&#128514;,#noheels&#8221;&#128514;&#128514;
1,"RT @dailytiz: ""Hey bitch, socialize this."" I love it RT @RedMillennial: IOC Cuts Constitution From Hockey Mask http://t.co/esxKWb4qnH via @&#8230;","rt ""hey bitch, social this."" i love rt ioc cut constitut from hockey mask http://t.co/esxkwb4qnh via",No hashtags
1,RT @daishialopez: I don't watch the VS fashion show because I have bigger boobs than all of those pancake bitches lol. &#128522;&#128518;,rt i watch vs fashion show i bigger boob pancak bitch lol. &#128522;&#128518;,No hashtags
1,RT @dajhane9: bitch I'm not concerned about you.,rt bitch i'm concern you.,No hashtags
1,RT @dak_whi: @KaeWhy270 people are forgetting that the logic behind the Purge is retarded haha,rt peopl forget logic behind purg retard haha,No hashtags
2,RT @daliasza: &#8220;@NoChillPaz: Me when somebody says Childish Gambino is trash http://t.co/8ejOHDLdD9&#8221;,rt &#8220;@nochillpaz: me somebodi say childish gambino trash http://t.co/8ejohdldd9&#8221;,No hashtags
2,RT @dallywaggz12: &#8220;@JustReIatabIe: Charlie Sheen gets point for this http://t.co/V6v0d77oBM&#8221;,rt &#8220;@justreiatabie: charli sheen get point http://t.co/v6v0d77obm&#8221;,No hashtags
1,"RT @dallywaggz12: I may be a bitch, but least I keep it real.","rt i may bitch, least i keep real.",No hashtags
